,Job Title,Min Salary Estimate,Max Salary Estimate,Rating,Company Name,City,State,HCity,HState,Size,Founded,Type of ownership,Industry,Sector,Revenue,Number of Competitors,Easy Apply
1602,"Sr. Analyst, Data Governance",58000.0,93000,4.5,Fortinet,Sunnyvale,CA,Sunnyvale,CA,10000+,2000,Public Company,Computer Hardware & Software,Information Technology,2 to 5 billion,3.0,
1603,Data Analyst - MPK,58000.0,93000,3.9,Crystal Equation,Menlo Park,CA,Chicago,IL,51-200,2006,Private Company,IT Services,Information Technology,25 to 50 million,3.0,
1604,"Senior Market Research Analyst, Data Insights",58000.0,93000,4.1,Apple,Santa Clara,CA,Cupertino,CA,10000+,1976,Public Company,Computer Hardware & Software,Information Technology,10+ billion,3.0,
1605,Data Analyst - Bilingual English and Danish,58000.0,93000,3.3,Vaco,Palo Alto,CA,Brentwood,TN,501-1000,2002,Private Company,Consulting,Business Services,500 million to 1 billion,,
1606,Lead Data Analyst,58000.0,93000,4.0,Cloudious LLC,Milpitas,CA,San Jose,CA,1-50,-1,Private Company,IT Services,Information Technology,10 to 25 million,,
1607,Jr. Software Data/Operations Analyst Opportunity MTV,58000.0,93000,3.5,Akorbi,Mountain View,CA,Plano,TX,201-500,2003,Private Company,Consulting,Business Services,25 to 50 million,3.0,
1608,"Senior Global Data Analyst, People Operations",58000.0,93000,4.4,Google,Mountain View,CA,Mountain View,CA,10000+,1998,Public Company,Internet,Information Technology,10+ billion,3.0,
1609,HR Data Analyst/Scientist,58000.0,93000,-1.0,Balance Staffing- Roseville,Fremont,CA,,,,-1,,,,,,
1610,Data Analyst III,58000.0,93000,3.6,"ICONMA, LLC",Redwood City,CA,Troy,MI,1001-5000,2000,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,1.0,
1611,German Speaking Data Analyst J,58000.0,93000,4.8,Anzu Global,Cupertino,CA,Acton,MA,1-50,2006,Private Company,Consulting,Business Services,Less than 1 million,,
1612,Senior Data Analyst Data Warehouse Consultant,58000.0,93000,2.6,Omega Solutions,Santa Clara,CA,Santa Clara,CA,1-50,-1,,IT Services,Information Technology,,,
1613,Advance Data Analyst - HSV Materials Customer Support,58000.0,93000,4.1,"Cadence Design Systems, Inc.",San Jose,CA,San Jose,CA,5001-10000,1988,Public Company,Computer Hardware & Software,Information Technology,1 to 2 billion,2.0,
1614,Data Analyst QA,58000.0,93000,4.0,Lorven Technologies Inc,Pleasanton,CA,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1615,Signal Processing Engineer/Data Analyst,63000.0,116000,3.8,"GenapSys, Inc.",Redwood City,CA,Redwood City,CA,51-200,2010,Private Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than 1 million,3.0,True
1616,Data Analyst - Bilingual English and Indonesian,63000.0,116000,3.3,Vaco,Palo Alto,CA,Brentwood,TN,501-1000,2002,Private Company,Consulting,Business Services,500 million to 1 billion,,
1617,Senior Data Analyst/Data Warehouse Consultant,63000.0,116000,3.9,Optima Global Solutions,San Jose,CA,Lawrenceville,NJ,1-50,2001,Private Company,IT Services,Information Technology,1 to 5 million,,
1618,Information Security Data Analyst,63000.0,116000,3.6,i-CST,Campbell,CA,South Portland,ME,501-1000,1996,Private Company,Staffing & Outsourcing,Business Services,,,
1619,Strategic Sourcing Data Analyst,63000.0,116000,3.8,Apex Systems,Menlo Park,CA,Glen Allen,VA,1001-5000,1995,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,True
1620,Sr QC Analyst (Data Reviewer),63000.0,116000,3.7,Alexza Pharmaceuticals,Mountain View,CA,Mountain View,CA,1-50,2000,Private Company,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5 to 10 million,3.0,
1621,Data Analyst III,63000.0,116000,3.2,Infotech Sourcing,Fremont,CA,Edison,NJ,51-200,-1,Private Company,"Health, Beauty, & Fitness",Consumer Services,5 to 10 million,,
1622,Senior Data Analyst/Data Warehouse Consultant,63000.0,116000,3.9,Ampcus Incorporated,San Jose,CA,Chantilly,VA,501-1000,2004,Private Company,Consulting,Business Services,50 to 100 million,,
1623,Data Analyst - Bilingual English and Finnish,63000.0,116000,3.3,Vaco,Palo Alto,CA,Brentwood,TN,501-1000,2002,Private Company,Consulting,Business Services,500 million to 1 billion,,
1624,Lead Data Analyst (Enterprise Product Master Data Steward),63000.0,116000,3.9,Kaygen Inc.,Santa Clara,CA,Irvine,CA,1-50,-1,Private Company,Consulting,Business Services,1 to 5 million,,
1625,BI Business/Data Analyst Lead with hands on SQL,63000.0,116000,2.9,Yochana,Mountain View,CA,Farmington Hills,MI,201-500,2009,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
1626,"Sr. BI Data Analyst/Developer (SQL, Python, Power BI)",63000.0,116000,-1.0,Spiceorb,San Jose,CA,,,,-1,,,,,,
1627,Sr Data Analyst/Data Warehouse consultant with Financial Healthcare systems,63000.0,116000,-1.0,Skiltrek,Santa Clara,CA,Jacksonville,FL,51-200,-1,Public Company,,,,,
1628,Manager : Marketing Ops and Data Analyst,63000.0,116000,-1.0,Show Me Leads,Mountain View,CA,,,,-1,,,,,,
1629,Senior Risk Data Analyst,63000.0,116000,3.6,Bill.Com,Palo Alto,CA,Palo Alto,CA,501-1000,2006,Public Company,Financial Transaction Processing,Finance,50 to 100 million,,
1630,SAP Sr Master Data Functional Analyst,63000.0,116000,3.9,Diverse Lynx,Santa Clara,CA,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
1631,CCPA Data Analyst,63000.0,116000,4.0,Lorven Technologies Inc,Pleasanton,CA,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1632,Senior Quantitative Data Analyst,63000.0,116000,4.1,Apple,Santa Clara,CA,Cupertino,CA,10000+,1976,Public Company,Computer Hardware & Software,Information Technology,10+ billion,3.0,
1633,"SAP MDG Business Analyst , Master Data Management",63000.0,116000,3.7,Infotree Service Inc,Palo Alto,CA,Canton,MI,51-200,2004,Private Company,Advertising & Marketing,Business Services,1 to 5 million,,
1634,Data Analyst-IT II,63000.0,116000,4.1,APN Software Services Inc.,Redwood City,CA,Newark,CA,51-200,-1,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,,
1635,Reconciliation Data Operations Analyst,42000.0,76000,3.5,eBay,Austin,TX,San Jose,CA,10000+,1995,Public Company,Internet,Information Technology,10+ billion,2.0,
1636,Senior Claims Data Analyst,42000.0,76000,2.8,Healthgrades,Austin,TX,Denver,CO,501-1000,1998,Private Company,Internet,Information Technology,,2.0,
1637,Business Data Analyst,42000.0,76000,4.6,Pushnami,Austin,TX,Austin,TX,1-50,2017,Private Company,Advertising & Marketing,Business Services,25 to 50 million,1.0,
1638,Data Quality Analyst,42000.0,76000,2.6,MedSeek,Austin,TX,Hoover,AL,51-200,1996,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,1.0,
1639,Ad Integrity Data Analyst-ATX,42000.0,76000,3.8,TikTok,Austin,TX,Los Angeles,CA,1001-5000,2016,Private Company,Internet,Information Technology,,,
1640,Junior Data Analyst,42000.0,76000,2.6,Assembly,Austin,TX,New York,NY,201-500,2014,Business,Advertising & Marketing,Business Services,,,
1641,Junior Data Analyst,42000.0,76000,2.8,Texas Health & Human Services Commission,Austin,TX,Austin,TX,10000+,1912,Government,State & Regional Agencies,Government,,,
1642,Data Analyst - People Analytics,42000.0,76000,4.6,OnlineMedEd,Austin,TX,Austin,TX,51-200,2014,Private Company,Colleges & Universities,Education,,,
1643,"Data Analyst, Trust & Safety",42000.0,76000,4.1,Taskrabbit,Austin,TX,San Francisco,CA,201-500,2008,Private Company,Internet,Information Technology,,,
1644,Data Analyst I,42000.0,76000,2.8,Texas Health and Human Services Commission,Austin,TX,Austin,TX,10000+,1912,Government,State & Regional Agencies,Government,,,
1645,Data Analyst,42000.0,76000,4.1,Zynga,Austin,TX,San Francisco,CA,1001-5000,2007,Public Company,Video Games,Media,500 million to 1 billion,,
1646,Data Analyst (Remote),42000.0,76000,4.9,Cypress HCM,Austin,TX,Walnut Creek,CA,51-200,2005,Private Company,Staffing & Outsourcing,Business Services,,,
1647,EDI Data Analyst,42000.0,76000,4.7,KGS,Austin,TX,New York,NY,51-200,2010,Private Company,Investment Banking & Asset Management,Finance,10 to 25 million,,
1648,Data Analyst,42000.0,76000,3.6,Central Health,Austin,TX,Austin,TX,51-200,-1,Government,Health Care Services & Hospitals,Health Care,5 to 10 million,,
1649,Business Intelligence and Data Analyst,42000.0,76000,3.9,Teacher Retirement System of Texas,Austin,TX,Austin,TX,501-1000,1937,Government,Investment Banking & Asset Management,Finance,,,
1650,Data Analyst,42000.0,76000,2.8,Texas Health & Human Services Commission,Austin,TX,Austin,TX,10000+,1912,Government,State & Regional Agencies,Government,,,
1651,Data Analyst,42000.0,76000,4.0,CYNET SYSTEMS,Austin,TX,Ashburn,VA,501-1000,2010,Private Company,IT Services,Information Technology,50 to 100 million,,
1652,Junior Data Analyst,42000.0,76000,3.4,Assembly,Austin,TX,New York,NY,5001-10000,1980,Public Company,Advertising & Marketing,Business Services,1 to 2 billion,3.0,
1653,"Data Reporting Analyst, BI",42000.0,76000,4.6,Pushnami,Austin,TX,Austin,TX,1-50,2017,Private Company,Advertising & Marketing,Business Services,25 to 50 million,1.0,
1654,Data Analyst,42000.0,76000,4.3,Lightspeed Systems,Austin,TX,Austin,TX,51-200,1999,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,,True
1655,Data & Reporting Analyst,42000.0,76000,1.9,Global Resale,Austin,TX,Austin,TX,1-50,2015,Private Company,Computer Hardware & Software,Information Technology,,,
1656,Junior Data Analyst,42000.0,76000,5.0,"Staffigo Technical Services, LLC",Austin,TX,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1657,Data Strategy Analyst,42000.0,76000,3.2,GroupBy Inc.,Austin,TX,Toronto,Canada,51-200,2012,Private Company,Enterprise Software & Network Solutions,Information Technology,10 to 25 million,1.0,
1658,Live Operations Data Analyst,42000.0,76000,3.8,Wargaming,Austin,TX,Nicosia,Cyprus,1001-5000,1998,Private Company,Video Games,Media,,,True
1659,Data Analyst,42000.0,76000,5.0,"Staffigo Technical Services, LLC",Austin,TX,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1660,Business Intelligence Analyst / Data Analyst,42000.0,76000,4.0,TalentCare,Austin,TX,Austin,TX,1-50,2013,Private Company,Health Care Services & Hospitals,Health Care,Less than 1 million,,
1661,Data Analyst,42000.0,76000,3.5,Robert Half,Austin,TX,Menlo Park,CA,10000+,1948,Public Company,Staffing & Outsourcing,Business Services,2 to 5 billion,2.0,
1662,"Data Analyst, Law Enforcement Response Team",53000.0,104000,4.5,Facebook,Austin,TX,Menlo Park,CA,10000+,2004,Public Company,Internet,Information Technology,5 to 10 billion,3.0,
1663,Data Lineage Analyst,53000.0,104000,4.5,Tech Firefly,Austin,TX,Santa Clara,CA,51-200,2016,Private Company,IT Services,Information Technology,,,
1664,Data Analyst II,53000.0,104000,3.3,Superior HealthPlan,Austin,TX,Austin,TX,1001-5000,1999,Private Company,Health Care Services & Hospitals,Health Care,,,
1665,Data Analyst II,53000.0,104000,4.6,Texas Facilities Commission,Austin,TX,Austin,TX,501-1000,-1,Government,State & Regional Agencies,Government,,,
1666,Data Analyst V,53000.0,104000,2.8,Texas Health & Human Services Commission,Austin,TX,Austin,TX,10000+,1912,Government,State & Regional Agencies,Government,,,
1667,9-1-1 Data Analyst,53000.0,104000,-1.0,911 Datamaster Inc,Austin,TX,Overland Park,KS,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,1 to 5 million,,
1668,Data Migration Analyst,53000.0,104000,3.2,Q2eBanking,Austin,TX,Austin,TX,1001-5000,2004,Public Company,Investment Banking & Asset Management,Finance,100 to 500 million,1.0,
1669,Technical Data Analyst,53000.0,104000,3.7,Allegan General Hospital,Austin,TX,Allegan,MI,201-500,1938,Private Company,,,25 to 50 million,,
1670,Junior Data Analyst,53000.0,104000,2.6,Santanna Energy Services,Austin,TX,Austin,TX,1-50,1988,Private Company,Energy,"Oil, Gas, Energy & Utilities",,,
1671,Data Quality Analyst,53000.0,104000,2.8,Healthgrades,Austin,TX,Denver,CO,501-1000,1998,Private Company,Internet,Information Technology,,2.0,
1672,TSDS Data QA Analyst (Data Analyst IV),53000.0,104000,2.8,TEXAS EDUCATION AGENCY,Austin,TX,Austin,TX,501-1000,-1,Government,State & Regional Agencies,Government,100 to 500 million,,
1673,Data Analyst,53000.0,104000,-1.0,Cyclex Systems,Austin,TX,,,,-1,,,,,,
1674,MDM/Master Data Analyst ( Tibco EBX ),53000.0,104000,4.4,Vsion Technologies Inc,Austin,TX,Cedar Park,TX,51-200,-1,Private Company,IT Services,Information Technology,,,
1675,Senior Cloud Data Analyst,53000.0,104000,4.6,NVIDIA,Austin,TX,Santa Clara,CA,10000+,1993,Public Company,Computer Hardware & Software,Information Technology,5 to 10 billion,,
1676,Data Analyst/Data Entry/Federal Data Entry/Data Specialist,53000.0,104000,3.9,"ARK Solutions, Inc.",Austin,TX,Gainesville,VA,1-50,2015,Private Company,Consulting,Business Services,,,
1677,Data Analyst III,53000.0,104000,2.8,Texas Health & Human Services Commission,Austin,TX,Austin,TX,10000+,1912,Government,State & Regional Agencies,Government,,,
1678,Data Analyst II,53000.0,104000,3.3,Centene Corporation,Austin,TX,Saint Louis,MO,10000+,1984,Public Company,Insurance Carriers,Insurance,10+ billion,,
1679,Data Analyst / Data Management /ETL / Talend /Alteryx,53000.0,104000,2.5,"Avacend, Inc.",Austin,TX,Alpharetta,GA,51-200,-1,Private Company,Staffing & Outsourcing,Business Services,,,
1680,Celonis Data Engineer & Analyst,53000.0,104000,-1.0,SNIPEBRIDGE,Austin,TX,Plano,TX,,-1,Public Company,,,,,
1681,Data Analyst,53000.0,104000,2.5,"Avacend, Inc.",Austin,TX,Alpharetta,GA,51-200,-1,Private Company,Staffing & Outsourcing,Business Services,,,
1682,Senior Data Analyst,53000.0,104000,3.7,Bazaarvoice,Austin,TX,Austin,TX,501-1000,2005,Private Company,Enterprise Software & Network Solutions,Information Technology,100 to 500 million,,
1683,Senior Claims Data Analyst,53000.0,104000,2.6,MedSeek,Austin,TX,Hoover,AL,51-200,1996,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,1.0,
1684,Associate SalesForce.com Data Steward & Analyst,53000.0,104000,3.3,Gemalto,Austin,TX,Amsterdam,Netherlands,10000+,2006,Public Company,Computer Hardware & Software,Information Technology,2 to 5 billion,,
1685,Lead Data Analyst,53000.0,104000,3.8,Lawnstarter,Austin,TX,Austin,TX,1-50,-1,Private Company,Internet,Information Technology,Less than 1 million,,
1686,Financial Controller / Data Analyst / Spreadsheet Superstar,53000.0,104000,-1.0,VIAHART,Austin,TX,,,,-1,,,,,,
1687,Senior Data Analyst,53000.0,104000,3.7,CloudFlare,Austin,TX,San Francisco,CA,1001-5000,2010,Public Company,Internet,Information Technology,,,
1688,Managed Care Data Analyst,35000.0,42000,2.7,Sonic Healthcare USA,Austin,TX,Macquarie Park,Australia,10000+,1987,Public Company,Health Care Services & Hospitals,Health Care,2 to 5 billion,,
1689,Technical Data Analyst,35000.0,42000,3.3,Ascension,Austin,TX,Saint Louis,MO,10000+,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100 to 500 million,,
1690,Strategic Data Analyst III - Strategic Planning Divsion,35000.0,42000,3.8,TxDOT,Austin,TX,Austin,TX,10000+,1991,Government,State & Regional Agencies,Government,,,
1691,Junior Data Warehouse Analyst,35000.0,42000,3.5,ISHPI Information Technologies,Austin,TX,Mount Pleasant,SC,201-500,2006,Private Company,IT Services,Information Technology,50 to 100 million,,
1692,Data Warehouse Analyst,35000.0,42000,3.5,University Federal Credit Union,Austin,TX,Austin,TX,501-1000,1936,Nonprofit Organization,Banks & Credit Unions,Finance,50 to 100 million,,
1693,Data Analyst - Public Sector,35000.0,42000,3.8,Sense Corp,Austin,TX,Saint Louis,MO,201-500,1996,Private Company,Accounting,Accounting & Legal,10 to 25 million,,
1694,"Data Analyst, Lead with Security Clearance",35000.0,42000,3.8,Booz Allen Hamilton,Austin,TX,Mc Lean,VA,10000+,1914,Public Company,Consulting,Business Services,5 to 10 billion,3.0,
1695,System/Data Analyst,35000.0,42000,3.7,22nd Century Technologies,Austin,TX,Somerset,NJ,1001-5000,1997,Private Company,IT Services,Information Technology,25 to 50 million,,True
1696,Data Governance Analyst/Lead,35000.0,42000,3.0,SMIT Solutions,Austin,TX,Bradenton,FL,,-1,,,,,,
1697,Data Warehouse Analyst,35000.0,42000,3.9,Octo Consulting Group,Austin,TX,Reston,VA,501-1000,2006,Private Company,Consulting,Business Services,50 to 100 million,3.0,
1698,Data Analyst III,35000.0,42000,3.1,Seven Seven Softwares,Austin,TX,Rockaway,NJ,201-500,1996,Public Company,IT Services,Information Technology,10 to 25 million,,
1699,Data Analyst III,35000.0,42000,3.7,Wellcare,Austin,TX,Tampa,FL,5001-10000,1985,Public Company,Insurance Carriers,Insurance,10+ billion,3.0,
1700,Senior Strategy Data Analyst,35000.0,42000,3.6,Central Health,Austin,TX,Austin,TX,51-200,-1,Government,Health Care Services & Hospitals,Health Care,5 to 10 million,,
1701,BI Data Analyst and Specialist,35000.0,42000,-1.0,Sam Bharath,West Lake Hills,TX,,,,-1,,,,,,
1702,Data Analyst IV,35000.0,42000,2.8,Texas Health & Human Services Commission,Austin,TX,Austin,TX,10000+,1912,Government,State & Regional Agencies,Government,,,
1703,Clinical Data Management - Technical Analyst,35000.0,42000,3.3,Ascension,Austin,TX,Saint Louis,MO,10000+,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100 to 500 million,,
1704,Splunk Data Analyst,35000.0,42000,4.1,BayOne Solutions,Austin,TX,Pleasanton,CA,1001-5000,-1,Private Company,IT Services,Information Technology,5 to 10 million,,
1705,Data Analyst III,35000.0,42000,3.3,Superior HealthPlan,Austin,TX,Austin,TX,1001-5000,1999,Private Company,Health Care Services & Hospitals,Health Care,,,
1706,Data Analyst Junior,35000.0,42000,5.0,"Staffigo Technical Services, LLC",Austin,TX,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1707,20-63 Flood Planning Data Analyst (Data Analyst III),35000.0,42000,2.8,Texas Water Development Board,Austin,TX,Austin,TX,201-500,1957,Government,State & Regional Agencies,Government,,,
1708,Operations Research Analyst (Data Scientist),35000.0,42000,-1.0,United States Army Futures Command,Austin,TX,,,,-1,,,,,,
1709,Leading Data-Driven Change -- Data Industry Analyst,35000.0,42000,3.5,GasPedal,Austin,TX,Austin,TX,1-50,2007,Private Company,Membership Organizations,Business Services,5 to 10 million,,
1710,SQL Data and Integration Analyst,35000.0,42000,4.1,"Smartwebs, Inc.",Round Rock,TX,Boston,MA,,-1,Private Company,Advertising & Marketing,Business Services,Less than 1 million,,
1711,Industry Analyst -- Data Science and Strategy,35000.0,42000,3.5,GasPedal,Austin,TX,Austin,TX,1-50,2007,Private Company,Membership Organizations,Business Services,5 to 10 million,,
1712,Senior Data Analyst,35000.0,42000,-1.0,Iris Plans Inc.,Austin,TX,Austin,TX,1-50,-1,Private Company,,,,,
1713,Simulation Data Analyst,35000.0,42000,2.7,Hyliion,Cedar Park,TX,Cedar Park,TX,1-50,2015,Private Company,Trucking,Transportation & Logistics,,,
1714,Data Analyst/Program Manager,35000.0,42000,-1.0,softsnippets,Austin,TX,,,,-1,,,,,,
1715,Data Analyst III,35000.0,42000,3.3,Centene Corporation,Austin,TX,Saint Louis,MO,10000+,1984,Public Company,Insurance Carriers,Insurance,10+ billion,,
1716,Senior Data Analyst / Senior BI and Insights Analyst,35000.0,42000,4.4,"Quantilus, Inc",Round Rock,TX,New York,NY,1-50,-1,Private Company,IT Services,Information Technology,Less than 1 million,,
1717,"Associate, Strategy and Operations (Data Analyst IV)",35000.0,42000,2.8,Texas Education Agency,Austin,TX,Austin,TX,501-1000,-1,Government,State & Regional Agencies,Government,100 to 500 million,,
1718,19-84R Team Lead (Data Analyst IV),43000.0,77000,2.8,Texas Water Development Board,Austin,TX,Austin,TX,201-500,1957,Government,State & Regional Agencies,Government,,,
1719,Data Lineage Analyst,43000.0,77000,3.5,The Judge Group,Round Rock,TX,Wayne,PA,1001-5000,1970,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,2.0,
1720,DPS - FIN - CAPPS Financial Senior Data Analyst,43000.0,77000,3.4,TEXAS DEPARTMENT OF PUBLIC SAFETY,Austin,TX,Austin,TX,1001-5000,-1,Government,Municipal Governments,Government,,,
1721,Data Analyst,40000.0,72000,3.0,CSI Tech Inc.,Jacksonville,FL,Jacksonville,FL,51-200,1994,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
1722,Data Reporting Analyst,40000.0,72000,3.5,Robert Half,Jacksonville,FL,Menlo Park,CA,10000+,1948,Public Company,Staffing & Outsourcing,Business Services,2 to 5 billion,2.0,
1723,USGAAP Financial and Reference Data Control Analyst Analyst,40000.0,72000,3.5,Deutsche Bank,Jacksonville,FL,Frankfurt am Main,Germany,10000+,1870,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1724,Business/Data Analyst,40000.0,72000,3.7,Software Guidance & Assistance,Jacksonville,FL,Tarrytown,NY,51-200,1981,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
1725,Junior Data Analyst,40000.0,72000,5.0,"Staffigo Technical Services, LLC",Jacksonville,FL,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1726,Business/Data Analyst,40000.0,72000,-1.0,SGA Inc.,Jacksonville,FL,Bethesda,MD,1-50,1996,Private Company,Architectural & Engineering Services,Business Services,1 to 5 million,,
1727,Data Analyst,40000.0,72000,3.5,SNI Technology,Jacksonville,FL,Des Moines,IA,201-500,1998,Public Company,Staffing & Outsourcing,Business Services,,,
1728,"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",40000.0,72000,3.5,Deutsche Bank,Jacksonville,FL,Frankfurt am Main,Germany,10000+,1870,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1729,Senior Data Analyst,40000.0,72000,3.9,BTG,Jacksonville,FL,Eclepens,Switzerland,1-50,1921,Public Company,Advertising & Marketing,Business Services,Less than 1 million,,
1730,Data Analyst,40000.0,72000,5.0,"Staffigo Technical Services, LLC",Jacksonville,FL,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1731,"Assistant Vice President, Anti Financial Crime Data Quality Analyst",40000.0,72000,3.5,Deutsche Bank,Jacksonville,FL,Frankfurt am Main,Germany,10000+,1870,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1732,Data Analyst Junior,40000.0,72000,5.0,"Staffigo Technical Services, LLC",Jacksonville,FL,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1733,CDHP - Data Analyst Team Lead,40000.0,72000,-1.0,Medical Cost Containment Services Inc.,Jacksonville,FL,,,,-1,,,,,,
1734,Power BI Data Analyst,40000.0,72000,-1.0,LEFTA Systems,Jacksonville,FL,,,,-1,,,,,,
1735,Sr. Data Analyst - Guidewire Data Hub,40000.0,72000,2.9,Kemper,Jacksonville,FL,Chicago,IL,5001-10000,1990,Public Company,Insurance Carriers,Insurance,2 to 5 billion,,
1736,Senior Data Analyst- Guidewire Data Hub,40000.0,72000,5.0,ARC Group,Jacksonville,FL,Burbank,CA,51-200,-1,Private Company,Investment Banking & Asset Management,Finance,,,
1737,Guidewire Data Analyst,40000.0,72000,5.0,American Recruiting & Consulting Group,Jacksonville,FL,Fort Lauderdale,FL,51-200,1982,Private Company,Staffing & Outsourcing,Business Services,,,
1738,System Analyst (Data) - PL/SQl Server,40000.0,72000,3.9,Diverse Lynx,Jacksonville,FL,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
1739,ACA - Data Analyst,40000.0,72000,-1.0,Medical Cost Containment Services Inc.,Jacksonville,FL,,,,-1,,,,,,
1740,"Data Analyst, Military Forecasting",50000.0,86000,3.3,Textron,Fort Worth,TX,Providence,RI,10000+,1923,Public Company,Aerospace & Defense,Aerospace & Defense,10+ billion,,
1741,Human Performance Data Analyst,50000.0,86000,4.6,Reef Systems,Fort Worth,TX,Cary,NC,1-50,-1,Public Company,,,1 to 5 million,,
1742,Medical Data Analyst,50000.0,86000,3.8,CornerStone Staffing,Fort Worth,TX,Grand Prairie,TX,51-200,1991,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
1743,Data Analyst,50000.0,86000,-1.0,Thinkfind Corporation,Fort Worth,TX,Richardson,TX,1-50,2011,Private Company,IT Services,Information Technology,,,
1744,"Data Analyst, Military Forecasting",50000.0,86000,3.9,Bell Helicopter,Fort Worth,TX,Fort Worth,TX,5001-10000,1935,Business,Aerospace & Defense,Aerospace & Defense,2 to 5 billion,,
1745,Data Reporting Analyst,50000.0,86000,3.1,E Business International,Fort Worth,TX,Princeton,NJ,51-200,1992,Private Company,IT Services,Information Technology,1 to 5 million,,
1746,Data Analyst,50000.0,86000,4.4,"InfoVision, Inc.",Irving,TX,Richardson,TX,1001-5000,1995,Private Company,IT Services,Information Technology,100 to 500 million,,
1747,Data Analyst Assistant,50000.0,86000,5.0,Company Confidenital,Fort Worth,TX,Tulsa,OK,51-200,2006,Private Company,Staffing & Outsourcing,Business Services,,,
1748,Systems Engineer - Data Analyst (Level 3),50000.0,86000,3.8,Lockheed Martin,Fort Worth,TX,Bethesda,MD,10000+,1995,Public Company,Aerospace & Defense,Aerospace & Defense,10+ billion,3.0,
1749,Sr Data Analyst,50000.0,86000,2.9,GM Financial,Fort Worth,TX,Fort Worth,TX,5001-10000,1992,Public Company,Lending,Finance,5 to 10 billion,,
1750,Data/Sales Analyst,50000.0,86000,-1.0,Samsung HVAC,Roanoke,TX,Roanoke,TX,51-200,-1,,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",,,
1751,Data/Financial Analyst,35000.0,67000,1.7,"SUNSET LOGISTICS, INC",Fort Worth,TX,Fort Worth,TX,51-200,-1,Private Company,Transportation Management,Transportation & Logistics,25 to 50 million,,
1752,Data Analyst - Intelligent Automation,35000.0,67000,4.2,Prudent Technologies & Consulting,Fort Worth,TX,Dallas,TX,51-200,1998,Private Company,IT Services,Information Technology,25 to 50 million,,
1753,(Risk Data Analyst),35000.0,67000,4.8,System Soft Technologies,Fort Worth,TX,Tampa,FL,201-500,1999,Private Company,IT Services,Information Technology,50 to 100 million,,
1754,Systems Analyst - Data Conversion,35000.0,67000,3.9,Fidelity TalentSource,Westlake,TX,Boston,MA,1001-5000,1986,Private Company,Staffing & Outsourcing,Business Services,,,
1755,"Business Analyst with Data Governance ,IDQ exp",35000.0,67000,-1.0,SM LOgics Inc,Fort Worth,TX,Carrollton,TX,,-1,Public Company,,,,,
1756,"Business Analyst with Data Governance ,IDQ exp",35000.0,67000,-1.0,smlogics,Fort Worth,TX,,,,-1,,,,,,
1757,(Data Risk Analyst: Data Modeler),35000.0,67000,4.8,System Soft Technologies,Fort Worth,TX,Tampa,FL,201-500,1999,Private Company,IT Services,Information Technology,50 to 100 million,,
1758,+ Global Process Data Analyst,57000.0,70000,4.7,InfoQuest Consulting Group,Fort Worth,TX,Edison,NJ,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,Less than 1 million,,
1759,BI Data Analyst / Specialist,57000.0,70000,3.6,"Global Technical Talent, LLC",Westlake,TX,Portsmouth,NH,501-1000,1999,Private Company,IT Services,Information Technology,25 to 50 million,,
